	sentence	annotation
41	Take Thailand for example, in the Vietnam War, many American soldiers came to Thailand for a break and involved in sexual and drug activities, these huge demands caused many local businesses opened and expanded, even illegally involved in under-age prostitutes to maximize their profits	argument
42	This was due to the lack of adequate controls by authorities and lead to a bad image of Thailand tourism	argument
43	tourism increasingly create harms to the natural habitats of the destination appeals	argument
44	As the Australia’s Great Barrier Reef has shown, the billion visitors per annum has generated immense destruction to this nature wonder, namely breaking the corals caused by walking or throwing boat’s anchors, dropping fuel and other sorts of pollutions	argument
45	many marine lives have been endangered, in the extremes part of the reef become uninhabitable for these marine species	argument
46	one who studies overseas will gain many skills throughout this experience	argument
47	living and studying overseas gives the individual a new perspective on the subject that is studied or in general life	argument
48	studying at an overseas university gives individuals the opportunity to improve social skills by interacting and communicating with students from different origins and cultures	argument
49	living and studying overseas is an irreplaceable experience when it comes to learn standing on your own feet	argument
50	one who has studied and lived overseas will become more eligible for the job than his/her peers	argument
51	Compared to the peers studying in the home country, it will be more likely for the one who is living overseas to be successful in adapting himself/herself into new environments and situations in life	argument
52	One who is living overseas will of course struggle with loneliness, living away from family and friends	argument
53	those difficulties will turn into valuable experiences in the following steps of life	argument
54	the one will learn living without depending on anyone else	argument
55	employers are mostly looking for people who have international and language skills	argument
56	Becoming successful in this study will give the student an edge in job market	argument
57	there are many difficulties a student might face when studying and living overseas	argument
58	studying abroad has many advantages	argument
59	studying abroad does not only have advantages, but also can change us in a very positive way	argument
60	Students gain a lot out of the experience personally, academically, and culturally	argument
61	students who study outside their countries can get a lot of experience living in a foreign country	argument
62	the new academic experience that the students can obtain at the institution where they are pursuing their studies	argument
63	Most important is the cultural aspect of the experience	argument
64	Living in a new country requires a great amount of flexibility and adaptability in one's character	argument
65	students might face many challenges in the host country	argument
66	they should be able to deal with the obstacles that they may encounter	argument
67	Overcoming problems teaches the students how to be more mature and self-independence	argument
68	they will get exposed to a different educational system	argument
69	They will meet new professors and new classmates which makes the academic experience different from that in their home country	argument
70	While living in a foreign country, students can learn a lot about the culture of that country	argument
71	they can meet different people of the country	argument
72	They can learn about their way of thinking, their customs and traditions, and way of life	argument
73	Learning about others' cultures is so important	argument
74	It contributes in building a new understanding in us of how we see the world	argument
75	It makes us more open, and willing to accept different ideas and thoughts	argument
76	it educates us about the world we are living in	argument
77	newspapers have lost their competitive advantage to sustain their prolonged existence	argument
78	the print media has failed to keep its important role in the provision of information	argument
79	to obtain information, using the internet is quicker and more convenient than reading newspapers	argument
80	Contrary to the past when people had to wait long hours to take a daily newspaper, nowadays, they can acquire latest news updated every second through their mobile phones or computers connected to the internet, everywhere and at anytime	argument
81	As can be seen, these devices and machines are very common in all parts of the world, making it easier for people to read a number of things that newspapers can not provide in only some pages	argument
82	the number of people reading newspapers may continue falling sharply, possibly leading to the close-downs of many in the coming time	argument
83	from the economic aspect, buying newspapers appears to be a waste of money when the internet becomes available for every one	argument
84	the internet service is being provided at a low cost or even free in many countries	argument
85	The answer, perhaps, is that hardly would rational people do so	argument
86	newspapers' production will have to face environmentalists on its way to be alive	argument
87	when taking environment into consideration, people must conceive that the more newspapers are published, the more trees are cut down	argument
88	This is simply the contributor to the deforestation which is happening all over the world today	argument
89	a government is supposed to offer sufficient financial support for both	argument
90	a government should spare effort on young children education as well as universities	argument
91	both are crucial on the way to a brighter future	argument
92	if countries, especially the developing countries, are determined to take off, one of the key points governments should set on agenda is to educate more qualified future citizens through elementary education	argument
93	a lack of well-established primary education goes hand in hand with a high rate of illiteracy, and this interplay seriously compromises a country's future development	argument
94	elementary education, like the base of a architecture, is the fundamental requirement to be a qualified citizen in today's society	argument
95	government should guarantee that all people have equal and convenient access to it	argument
96	government's big budget on universities may attract more excellent intellectuals and researchers into the country and enjoy a higher reputation worldwide	argument
97	Researches into humanities and art still need large amount of money	argument
98	for higher education, which represent the cutting edge of a country's academic achievements, act as the vanguard in economic and social advance	argument
99	The high technology and new ideas applied into practice may not only lead a country to flourish but also elevate its status in the international community	argument
100	Some may argue that universities can support themselve well by donation or invention	argument
101	this argument is invalid	argument
102	Consideration and communication, in my personal opinion, are the most important quality	argument
103	the most important quality of roommates is being considered	argument
104	communication is also another essential particularity of a good roommate	argument
105	Consideration is always important in relationship	argument
106	roommate turns down the music or television volume at night time	argument
107	Sometimes we will not know what we have done until we have a taste of our own medicine	argument
108	At all times, think about the other's feeling before doing any self-centered action would help to improve the roommate relationship tremendously	argument
109	having a considered roommate is significantly imperative to our school life	argument
110	It will not only prevent conflicts but also to have a friend or even a family member	argument
111	communication is as well making a good roommate	argument
112	Through communication, bonded are build and we could have better understanding of each others	argument
113	communication is very important	argument
114	People have different habit in daily life, such as tidy the blanket in the morning	argument
115	One might think this is a piece of cake while other would consider it as immense project	argument
116	If one requested to move out just because his roommate do not tidy up the blanket in the morning might be crying over split milk	argument
117	it would clear up the misinterpretation	argument
118	governments spend more money on buses, trains, and subways investment	argument
119	they help alleviate traffic congestion and decrease the amount of carbon released into the air	argument
120	Such public vehicles are used to serve a large number of people in society	argument
121	the policy that concentrates money on developing public transportation brings an advantageous impact on earth	argument
122	if there are more good buses, trains, or subways, people are inclined to use less private vehicles, which decreases the amount of carbon released	argument
123	carbon emission cut is significantly essential for protecting the atmosphere	argument
124	the more cars and motorbikes are on roads, the more seriously the ozone layer is damaged	argument
125	If governments use more money to improve roads, there is a strong likelihood that more people drive their private cars work	argument
126	This is sure to lead to more carbon emitted into the atmosphere, which can cause skin cancer and destroy the natural environment	argument
127	there are a great number of vehicles flowing on roads	argument
128	It is quiet clear that traffic congestion is a serious problem in many big cities	argument
129	governments have to turn people' attention on public vehicles to reduce cars and motorbikes	argument
130	There is the possibility that improving roads and highways does not seem to reach the major cause of traffic congestion	argument
131	the policy would play a pivotal part in relieving traffic jam	argument
132	high-quality roads and highways make it easier to move around	argument
133	public transportation systems even have more important advantages	argument
134	They not only ease traffic jam but also protect the atmosphere	argument
135	the physical education part should not be outweighed	argument
136	Physical exercises help to create healthy nation, assist to learning through direct observation and finally aid to financial development of a country	argument
137	the more attention is withdrawn to a problem of physical education, the more influence we can get on academic success of students	argument
138	if the entire nation, from their school ages begin going for sports and try doing that everyday, eventually it may help to build healthy nation	argument
139	healthy body is basis for healthy soul	argument
140	There is a direct linkage between people's health and the frequency of doing physical exercises	argument
141	The more we practice, the better we feel	argument
142	there is a fact that one can improve health conditions with everyday physical activity: gradually, step by step we change physical condition to better	argument
143	when we practice outdoors and indoors sports, many aspects are getting clearer	argument
144	when a person goes jogging everyday, eventually he can understand his own body through direct observation	argument
145	the school basketball team gains more knowledge on how to succeed in some particular kind of throwing the ball into hoot practicing rather than learning theoretically	argument
146	almost all natural science discoveries were made by direct observation, which is a part of physical education	argument
147	financial sustainability of a region mostly depends on how healthy the population is	argument
148	the money invested into physical education program can save allocations into healthcare	argument
149	the nation is comparatively healthy	argument
150	physically healthy people can contribute more both into economical and social development	argument
151	the better a person feels, the better his brain works	argument
152	putting physical activities in early steps of human development would finally lead to mentally healthy society	argument
153	it ends up with financially competitive country	argument
154	email can be count as one of the most beneficial results of modern technology	argument
155	Many years ago, peoples had to pay a great deal of money to post their letters, and their payements were related to the weight of their letters or boxes, and many accidents may cause problem that the post could not be delivered	argument
156	nowadays, all people can take advantage of internet to have their own email free, and send their emails to everyone in no time, besides they can be sure if their emails have been delivered or not	argument
157	Another important aspect on technology is transferring money	argument
158	Today, students can apply for foreign universities much easier than before	argument
159	with the advent of internet and online paying systems, you can do many thing at your home easily	argument
160	technology has helped us to have more comfortable life	argument
161	You can see its effects on transportation, communication, medicine and so forth	argument
162	Not only with the help of sending email, but also using credit cards to pay all necessary fees online	argument
163	But now, biomedical engineers can make artificial heart valves which works well and doctors can implant them easily	argument
164	In the past time doctors used pig heart's valve to implant, but the patient could not be alive more than 3 years after the replacement	argument
165	one of their inventions was related to artificial heart valves which can be count as a turning point in heart surgeries	argument
166	Biomedical engineers could make a significant effect on increasing life expectancy the world	argument
167	Another technological innovations which help people around the world is related to medical equipments	argument
168	technology makes children even more creative	argument
169	technology may have some negative effects on children	argument
170	technology may have negative effects on children	argument
171	Technology has made life too easy for most children	argument
172	In comfortable conditions, children may be satisfied with the world around them and refuse to make a change	argument
173	technology inspires children to create new things	argument
174	technology widen children's knowledge	argument
175	when they come across a high-tech product like a cellphone, they will be obsessed with its mysterious functions and eager to know how it works	argument
176	Children are curious about everything around them	argument
177	Bill Gates was attracted by the original huge computer, then he did everything he could to understand how it worked	argument
178	After he had figured out all the stuff, he then began to promote the computer	argument
179	In the end, he successfully invented a computer that was easy to use and lightweight	argument
180	instead of interfering children's creativity, technology actually encourages children to learn and to create	argument
181	In the past, children were only able to see things from one perspective	argument
182	they will be able to learn about different cultures and different ways of thinking	argument
183	with highly advanced technology, children are able to get information from foreign countries and even communicate with foreign friends	argument
184	Knowledge is the base of creativity	argument
185	The diverse knowledge that children gained from different parts of the world, inspires children and encourage them to create new things	argument
186	They kept researching new technology and became successful at a very young age	argument
187	with the development of technology, increasingly more young people become obsessed with high-tech products	argument
188	students at schools and universities still learn much more from lessons with teachers	argument
189	teachers teach students how to write, read and calculate since they are in kindergarten	argument
190	And when they are in primary school, teachers teach them more further knowledge, like writing skills and using computers	argument
191	It is teachers that help them with obstacles in schooling	argument
192	students gain most of the knowledge through teachers and learn what is right and wrong with the assistance of teachers	argument
193	students learn far more from their teachers than from other source	argument
194	teachers teach us knowledge but also the skills to tell right from wrong	argument
195	They can only input some key words and google it, and then there are numberless articles and websites related to it	argument
196	students learn things easily	argument
197	they contend that good television programs do teach students	argument
198	Discovery Channel has many instructive episodes	argument
199	Students have knowledge of others cultures, outer space etc	argument
200	students learn far more from other sources, such as the Internet and television	argument
201	within this sources students learn lots of things which they can't learn in classes	argument
202	they may be factors decreasing the position of written language	argument
203	it is easy to point out many benefits users can get from email and text messaging, which answers to the question of their great popularity	argument
204	we cannot deny the threat from email and text messaging to the status of written language because their obvious popularity	argument
205	Before email and mobile phone, human beings communicated by meeting directly, sending letters or later, calling from home phones	argument
206	Such ways usually made people have troubles for the expensiveness, difficulties in far communication or emergency and the loss of information	argument
207	People can send or receive electronic letters anywhere and anytime they want	argument
208	thanks to the function provided by email and text messaging (SMS), it is cheaper and faster to transfer a lot of information, even to many people at the same time	argument
209	They are so convenient that the majority of population prefer to use them instead of some traditional ways	argument
210	email and cell phones have improved the obstacles above	argument
211	The popularity of email and text messaging, as a result, leads to the losing of written language's position	argument
212	People tend to use slangs and abbreviated words to shorten their writing and save more time in communicating for other activities	argument
213	language in writing is not in its original form	argument
214	people compose a message with only emoticons (the expressions by face created by service providers), which means there is no room for writing or typing texts	argument
215	it is more dangerous that youngsters sometimes use such new languages in their studying, writing assignments	argument
216	If that tendency continues at a rapid pace, written language may face up to a real problem about its stand	argument
217	there is some disadvantages of animals' profits	argument
218	the merits of animal experiments still outweigh the demerits	argument
219	it is a dramatically cruel activity to humanity if the latest foods or medicines are allowed to sold without testing on animals	argument
220	doing this various testing is a hazard of human's future and next generation	argument
221	animals are friendly and vital for people	argument
222	if there are no animals in the world, the balance of nature will broke down, and we, human, will die out as well	argument
223	The animal experiments accelerate the vanishing of some categories of animals	argument
224	animal experiments have negative impact on the natural balance	argument
225	it is necessary to make sure that people can live a long life	argument
226	it is indisputable that every new kind food or pill may be noxious, and scientists must do something to insure that the new invention benefits people instead of making people ill or even dying	argument
227	The new foods or medicines are invented to promote the quantity of human's life	argument
228	even if they are volunteers; they cannot take the place of animals to test the new foods or medicines	argument
229	it also have potentially harm for human's health without any testing	argument
230	television devastate families ties	argument
231	most of people do not have a plan for make a limitation or schedule for watching television	argument
232	it is a global problem to solve this problem and it is need global contribution to find a solution	argument
233	killing our time, making us lazy, and advertising negative behaviors are just only few reasons to show how television is destructive	argument
234	In spite of enjoying watching television shows, it is really time consuming task	argument
235	Emergence of new television channels or shows are not surprising	argument
236	We kill time by tracking these channels so at the end of the day we understand it is late for doing any other activities	argument
237	This is a problem that suffers all of us everyday	argument
238	there is no time for call to our parents or friends	argument
239	watching television programs makes us lazy	argument
240	We usually spend our times in front of television for at least three ours a day when we come back home after eight-hour working in the office	argument
241	we do not have time to spend for healthy activity such as going to a gym or doing other sports	argument
242	This makes us a lazy person who prefers to do sedentary activities like watching television shows rather than be active and sociable	argument
243	some television programs have a negative effect on viewers	argument
244	Some thriller or action movies advertise negative activities such as doing criminal activity	argument
245	These genre of programs has more negative effects on our teenagers	argument
246	They usually try to mimic what they see on movies in their daily behaviors	argument
247	universities must open choice for everyone to select his subject	argument
248	we must give them opportunity to achieve their goal	argument
249	Our youth has become very confident towards his career	argument
250	They are not ready to be bound in certain limitations	argument
251	Female candidates also do not care about any restriction posed by the society and the employer	argument
252	Universities should accept equal numbers of students of both genders	argument
253	women have proved themselves in every field whether it is indoor or outdoor	argument
254	nowadays women are working in home as well as in the sky	argument
255	They are acting as a good housewife and they are flying planes also	argument
256	university authority must not be biased on ground of the gender discrimination	argument
257	They must consider the academic record of the student as main criteria of admission	argument
258	universities follow the requirement of job providers and decide subject suitable for particular gender	argument
259	the current job market affects the decision of universities	argument
260	Every university designs its courses according to the need of employers	argument
261	The job selection criteria are pre decided	argument
262	employers need male candidates for the heavy work such as repairing and installation of heavy machine	argument
263	They prefer male staff for night shifts	argument
264	They want female candidates for soft natured work like counseling, teaching, designing etc	argument
265	for the young adults it will be better to live with their parents	argument
266	their lives are going to be more difficult, when they are away from home	argument
267	They will have to pay a lot of bills	argument
268	they will have to find a lodging or at least a place where to live and in order to have less expenses they will have to find a co-tenant, who they may not like	argument
269	They will not need to worry about financial problems or if they will get on well with their roommate	argument
270	Living in their own houses will save the young adults a lot of money	argument
271	If they live separate from their parents they will have to pay for a loan, electricity, water or even for a meal	argument
272	If the young adults still study they will have to combine studying with working	argument
273	they will not have money to pay for everything	argument
274	There will not be such worries when young adults live in their own home	argument
275	parents will take care for them	argument
276	parents will give their children money in order they to focus only on studying	argument
277	Another problem that the young adults may encounter is to find a co-tenant, who they do not like	argument
278	His habits may be totally different from theirs, his behavior may be inappropriate, but they will have to live with him or even share a room, in order to have less expenses	argument
279	Living with such a person may be a huge problem for the young adults	argument
280	When the co-tenant do not share their interests and points of view, they will not be able to ask him for advice	argument
281	they are most likely to quarrel every day, instead of to help each other	argument
282	more responsibilities should put on private individuals and companies such as paying to clean up air pollution	argument
283	both companies and private individuals should take the main part to clean up the air pollution	argument
284	governments are responsible to provide a healthy environment for their inhabitants and they should be responsible from cleaning up the air pollution	argument
285	If these companies were obliged to pay to clean up the air pollution, they would at least make an effort to reduce the amount of air pollution they cause	argument
286	in most industrialized countries, there is a number of companies that holds heavy factories in their constitutions	argument
287	The waste products and harmful gases produced by these factories cause a significant amount of air pollution	argument
288	While these companies make a huge amount of money from their businesses, most of them are not considering to take precautions to reduce the amount of air pollution	argument
289	by charging private individuals for causing air pollution, that will at least contribute to reduce the amount of the pollution	argument
290	private individuals cause air pollution in several ways such as inessential use of cars and house heating	argument
291	As house heating is a major need in the winter time, some households do not consider to use filters to reduce the amount of pollution that the heating causes	argument
292	some expensive vehicles cause a huge amount of pollution	argument
293	governments should restrict the use of products that cause air pollution for both individuals and companies	argument
294	Governments also should use an amount of money from their budgets to clean up the air, instead of putting all the responsibility to companies and private individuals	argument
295	advertising is the major reason for high sales of a product	argument
296	high sales are obviously a reflection of the powerful advertisements	argument
297	The most effective way to convince consumers to purchase a product is through advertising	argument
298	it is not sufficient in itself	argument
299	The product also should satisfy the needs of the consumers	argument
300	advertisers push the limits of creativity to dispose the consumers to purchase the product	argument
301	Advertisement is the most effective way to create a well-known product	argument
302	They make the product preferable	argument
303	We are mainly introduced to products through advertisements	argument
304	When the consumers are impressed by the way a product is advertised, they can be convinced to consider that the product is a need in some cases	argument
305	Recently, there is a very creative advertisements of a soft drink product on TV	argument
306	The story delivers a desired call to drink that soft drink that people tend to drink when the weather is too hot	argument
307	the number of that product being sold will increases	argument
308	the more an advertisement of a product takes place in mass media, the more popular the product becomes	argument
309	Consumers tend to purchase the most known product when it comes to picking one out of two different brands of the same product	argument
310	When a product is commonly used, it becomes trustworthy for the society, no matter what quality it is	argument
311	it also has to be affordable for the consumer	argument
312	advertisements have undeniable affects on the society about the product being advertised	argument
313	the benefits of learning in universities are the vital factor in creating more possibilities for the development of society through advancing academic fulfillment and the young generation who have experiences and challenges	argument
314	higher education does not guarantee young students' success	argument
315	it is a loss of national productivity that young people spend much time on searching for high salary jobs, even can be a sheer time-consuming	argument
316	there are numerous job opportunities for those who do not have the certification of university graduation, such as mechanics, sales persons, or engineers	argument
317	labors for graduates are in short supply	argument
318	the labor market for highly educated students is now too competitive to get a job after finishing their studying	argument
319	universities provide not only skills for careers, but also academic knowledge for the human race, such as bio science, politics, and medicine	argument
320	These academic values are necessary to the progress of the world	argument
321	many researches in the ivory-tower have created ingenious discoveries and achievements for the development of modern society	argument
322	diverse experiences in the campus life can make the young generation more competently	argument
323	there are a number of chances through internships, deeper discussion, independent life, and exchange scholarships	argument
324	I do not think these disadvantages will outweigh the advantages brought by cell phones	argument
325	The contribution of the mobile phone to our modern society is prominent and people's dependence on it is irreversible	argument
326	it has a number of problems that should be well handled	argument
327	almost everything that changed our lifestyle a lot will also cause some social problems	argument
328	Speaking loudly on the phone in public areas, such as schools, libraries and hospitals appears to be very impolite and offensive	argument
329	some students utilize their cell phones as an effective cheating tools in examinations in which they can send and receive answers by texting each other	argument
330	it is not impossible to solve these problems, as long as some regulations and rules can be effectively implemented	argument
331	some harmful effects on our health are lethal	argument
332	It has been proved that overusing of the electronic devices including mobile phones could lead to higher possibility of suffering hearing loss and even cancers, although the further investigation are needed	argument
333	There is panic among people that their conversation can be intercepted by the third party	argument
334	This possibility exists all the time	argument
335	a more efficient and reliable system can also be invented to guarantee the private information of users	argument
336	the mobile phone has become a dispensable multifunctional tools in people's daily life	argument
337	Not only used for communication, but it also functions as an Internet browser, a music player, a personal organizer and so forth	argument
338	it still has its bad side, especially for children	argument
339	it is undeniable that computer is a crucial part of human life	argument
340	using computer constantly has bad influence on children's eyes	argument
341	When they concentrate on computer for too long, their eyes will get tired, which is the main reason for some eyes problems, typically shortsighted	argument
342	children who play games too much on computer can seriously lack communicating skills	argument
343	people who are addicted to games, especially online games, can eventually bear dangerous consequences	argument
344	several teenagers play games without rest, which leads to health depression	argument
345	a typical example is the death of Korean gamer, who had a non-stop playing for 3 days	argument
346	even people who are not interested in online game can still be negatively affected by using computer too much	argument
347	Some social surveys have shown that a few children use computer for studying purpose, most of them are attracted by facebook, blog, etc. instead	argument
348	they will have a bad result in school	argument
349	when they can not live without internet, they will have no time for their studying	argument
350	they will know little about the outside life	argument
351	the advantages of building a factory will outweigh its disadvantages, if we tackle the environmental problems brought by factories	argument
352	a large factory can stimulate local economic growth and reduce the unemployment rate	argument
353	To manufacture goods, there must be the demand of laborers, from which the local residents can benefit	argument
354	the factory is not isolated, other industries and business will be quickly established, resulting in economic growth of local area	argument
355	the estate industry will be boosted in order to satisfy the workers' accommodation need	argument
356	It is true that some area are suffering the dire consequences caused by overdeveloping the industry, such as water pollution, overcrowded traffic and medical problems	argument
357	in some industrial cities, a large proportion of the workers are suffering various breathing problems, such as asthma which can be caused by waste ashes and certain chemical substances	argument
358	The main disadvantage is contamination	argument
359	how to improve the disadvantages of building a factory would be more important than whether to build it	argument
360	it is inevitable that there will be more factories built with the development of our society	argument
361	most problems can be avoidable if the factories put in real and great effort to manage their waste well	argument
362	it is obvious that prepared food can bring about some negative influence result from utilizing the artificial ingredients, ignoring the nutrition of food and modifying people's eating habits	argument
363	it can effectively save time which is considered as money in our modern society	argument
364	easy-to-cook foods sometimes could be dangerous for human's health	argument
365	to make their food easier to prepare and taste delicious, almost every producer adds a wide range of artificial ingredients in to the food that is now purchased by most people	argument
366	ingredients being added have caused dire consequences	argument
367	there are usually some articles in newspapers and magazines which report the relationship between certain chemical components in some food and diseases	argument
368	Not cooking fresh food will also lead to the lack of nutrition	argument
369	Whereas some research has apparently demonstrated that prepared food is unable to support enough nutrients we need, especially for children who are growing up	argument
370	the invention of prepared foods definitely satisfies the demand of some people who are busy in their work	argument
371	it is not a good thing	argument
372	The more prepared food we eat the more cooking skills we lose	argument
373	At the increasing living pace, the majority of people tend to choose microwave as their unique cooker that help them prepare a dish in five minutes	argument
374	rare people have been aware that this has contributed to a modification of cooking habits, which may cause the loss of our custom and culture about cooking	argument
375	financial aid is not the only way to assist poor countries	argument
376	it has been proven that developing education and improving national technology and science level are the path they have to undergo if they really want to alter current situation	argument
377	the critical method to improve the condition of poor countries is to help them build up a complete educational system instead of financial aid	argument
378	education is an essential part in development	argument
379	most developing countries are lack of educational resources, such as experienced teachers, evaluation systems and teaching facilities, which is usually neglected by local authorities	argument
380	if the developed countries are unwilling to share their successful experience in education, the developing countries will remain undeveloped, even though they gain a great deal of economic support	argument
381	developing countries should not totally depend on the financial support from powerful countries	argument
382	some powerful countries provide financial support in order to acquire the right to exploit the local resources and target the local labour market	argument
383	they rarely provide local residents with any technological aid and even cause contamination in some areas	argument
384	it is disagreed that this can be the best and only way to assist developing countries	argument
385	Society does need an advertising but it is our responsibility to control the content and what kind of goods and services we would like to offer to our customers	argument
386	modern society needs advertising	argument
387	Ads will keep us well informed about new products and services	argument
388	advertising cigarettes and alcohol will definitely affect our children in negative way	argument
389	advertising alcohol, cigarettes, goods and services with adult content should be prohibited	argument
390	these kind of ads will have negative effect to our children	argument
391	Youngsters might be tempted to buy cigarettes or alcohol and later to start consume it on a daily basis	argument
392	some countries take this issue seriously and advertising alcohol, cigarettes and materials with adult content is banned on those countries	argument
393	by advertising companies, businesses, firms and individuals promote their goods and services	argument
394	Thanks to ads we learn about new products, we can compare them and choose what’s the best for us	argument
395	These days, not only many businesses, but also governments have to rely on advertising	argument
396	tourism makes up one-third of the Czech Republic's economy	argument
397	In order to promote the country's attractions, the Czech government has to advertise and sell its services to foreign consumers	argument
398	Only well planned and well targeted advertising will bring more foreign tourists to the country	argument
399	married women nowadays have right to take up jobs like men when employment discrimination based on gender have been erased significantly	argument
400	Working outside home will bring a lot of benefits to both married woman and their household	argument
401	it is a normal practice for women to be helpmates in earning money	argument
402	married women could go to work in order to enjoy the working life outside the home	argument
403	a well-organized home does not need the housewife's presence the whole day long	argument
404	extra income that women earn will contribute to their family's expenses	argument
405	By taking up a job, a wife can earn more money to support her family life	argument
406	This is really necessary in cases of her husband's low salary and the difficulty of getting a good job at the present	argument
407	it is no doubt that they play roles as a mother and as a wife better	argument
408	working outside the house creates opportunities for married women to contact with the outer world, strengthen their character and show their capacity	argument
